date,flavor,temperature,precipitation,units_sold
2022-06-11,chocolate,22.0,0.0,22
2022-06-11,strawberry,22.0,0.0,48
2022-06-11,mango,22.0,0.0,47
2022-06-12,vanilla,29.2,0.0,91
2022-06-12,chocolate,29.2,0.0,41
2022-06-12,strawberry,29.2,0.0,68
2022-06-12,mango,29.2,0.0,72
2022-06-13,vanilla,21.8,0.0,53
2022-06-13,chocolate,21.8,0.0,16
2022-06-13,strawberry,21.8,0.0,28
2022-06-13,mango,21.8,0.0,28
2022-06-14,vanilla,26.0,4.0,39
2022-06-14,chocolate,26.0,4.0,18
2022-06-14,strawberry,26.0,4.0,24
2022-06-14,mango,26.0,4.0,36
2022-06-15,vanilla,21.7,1.6,20
2022-06-15,chocolate,21.7,1.6,12
2022-06-15,strawberry,21.7,1.6,24
2022-06-15,mango,21.7,1.6,24
2022-06-16,vanilla,26.3,0.0,78
2022-06-16,chocolate,26.3,0.0,20
2022-06-16,strawberry,26.3,0.0,36
2022-06-16,mango,26.3,0.0,47
2022-06-17,vanilla,24.9,0.0,34
2022-06-17,chocolate,24.9,0.0,15
2022-06-17,strawberry,24.9,0.0,43
2022-06-17,mango,24.9,0.0,38
2022-06-18,vanilla,23.6,0.0,53
2022-06-18,chocolate,23.6,0.0,29
2022-06-18,strawberry,23.6,0.0,53
2022-06-18,mango,23.6,0.0,57
2022-06-19,vanilla,23.9,0.0,58
2022-06-19,chocolate,23.9,0.0,21
2022-06-19,strawberry,23.9,0.0,37
2022-06-19,mango,23.9,0.0,45
2022-06-20,vanilla,22.4,0.0,35
2022-06-20,chocolate,22.4,0.0,13
2022-06-20,strawberry,22.4,0.0,23
2022-06-20,mango,22.4,0.0,26
2022-06-21,vanilla,25.1,0.0,54
2022-06-21,chocolate,25.1,0.0,20
2022-06-21,strawberry,25.1,0.0,48
2022-06-21,mango,25.1,0.0,40
2022-06-22,vanilla,22.9,0.0,47
2022-06-22,chocolate,22.9,0.0,17
2022-06-22,strawberry,22.9,0.0,29
2022-06-22,mango,22.9,0.0,45
2022-06-23,vanilla,20.9,0.0,45
2022-06-23,chocolate,20.9,0.0,15
2022-06-23,strawberry,20.9,0.0,25
2022-06-23,mango,20.9,0.0,32
2022-06-24,vanilla,20.8,0.0,28
2022-06-24,chocolate,20.8,0.0,10
2022-06-24,strawberry,20.8,0.0,22
2022-06-24,mango,20.8,0.0,27
2022-06-25,vanilla,24.4,0.0,68
2022-06-25,chocolate,24.4,0.0,30
2022-06-25,strawberry,24.4,0.0,36
2022-06-25,mango,24.4,0.0,60
2022-06-26,vanilla,27.9,3.9,41
2022-06-26,chocolate,27.9,3.9,16
2022-06-26,strawberry,27.9,3.9,29
2022-06-26,mango,27.9,3.9,50
2022-06-27,vanilla,24.3,0.0,43
2022-06-27,chocolate,24.3,0.0,22
2022-06-27,strawberry,24.3,0.0,31
2022-06-27,mango,24.3,0.0,39
2022-06-28,vanilla,23.6,0.0,36
2022-06-28,chocolate,23.6,0.0,18
2022-06-28,strawberry,23.6,0.0,37
2022-06-28,mango,23.6,0.0,45
2022-06-29,vanilla,24.6,0.0,68
2022-06-29,chocolate,24.6,0.0,25
2022-06-29,strawberry,24.6,0.0,31
2022-06-29,mango,24.6,0.0,43
2022-06-30,vanilla,27.1,0.0,62
2022-06-30,chocolate,27.1,0.0,16
2022-06-30,strawberry,27.1,0.0,47
2022-06-30,mango,27.1,0.0,57
2022-07-01,vanilla,24.3,10.0,16
2022-07-01,chocolate,24.3,10.0,7
2022-07-01,strawberry,24.3,10.0,16
2022-07-01,mango,24.3,10.0,14
2022-07-02,vanilla,22.7,3.7,35
2022-07-02,chocolate,22.7,3.7,20
2022-07-02,strawberry,22.7,3.7,29
2022-07-02,mango,22.7,3.7,32
2022-07-03,vanilla,26.5,0.0,72
2022-07-03,chocolate,26.5,0.0,27
2022-07-03,strawberry,26.5,0.0,51
2022-07-03,mango,26.5,0.0,55
2022-07-04,vanilla,24.7,0.0,36
2022-07-04,chocolate,24.7,0.0,13
2022-07-04,strawberry,24.7,0.0,26
2022-07-04,mango,24.7,0.0,41
2022-07-05,vanilla,27.4,4.8,37
2022-07-05,chocolate,27.4,4.8,11
2022-07-05,strawberry,27.4,4.8,23
2022-07-05,mango,27.4,4.8,23
2022-07-06,vanilla,24.0,0.0,43
2022-07-06,chocolate,24.0,0.0,20
2022-07-06,strawberry,24.0,0.0,34
2022-07-06,mango,24.0,0.0,39
2022-07-07,vanilla,20.4,0.0,38
2022-07-07,chocolate,20.4,0.0,23
2022-07-07,strawberry,20.4,0.0,24
2022-07-07,mango,20.4,0.0,30
2022-07-08,vanilla,20.0,0.0,34
2022-07-08,chocolate,20.0,0.0,14
2022-07-08,strawberry,20.0,0.0,22
2022-07-08,mango,20.0,0.0,34
2022-07-09,vanilla,27.5,0.0,61
2022-07-09,chocolate,27.5,0.0,22
2022-07-09,strawberry,27.5,0.0,48
2022-07-09,mango,27.5,0.0,71
2022-07-10,vanilla,27.6,6.2,32
2022-07-10,chocolate,27.6,6.2,13
2022-07-10,strawberry,27.6,6.2,24
2022-07-10,mango,27.6,6.2,41
2022-07-11,vanilla,22.7,0.0,42
2022-07-11,chocolate,22.7,0.0,18
2022-07-11,strawberry,22.7,0.0,24
2022-07-11,mango,22.7,0.0,45
2022-07-12,vanilla,22.1,0.0,44
2022-07-12,chocolate,22.1,0.0,19
2022-07-12,strawberry,22.1,0.0,30
2022-07-12,mango,22.1,0.0,43
2022-07-13,vanilla,26.7,0.0,55
2022-07-13,chocolate,26.7,0.0,22
2022-07-13,strawberry,26.7,0.0,43
2022-07-13,mango,26.7,0.0,48
2022-07-14,vanilla,20.2,0.0,31
2022-07-14,chocolate,20.2,0.0,14
2022-07-14,strawberry,20.2,0.0,25
2022-07-14,mango,20.2,0.0,28
2022-07-15,vanilla,20.6,0.0,36
2022-07-15,chocolate,20.6,0.0,13
2022-07-15,strawberry,20.6,0.0,10
2022-07-15,mango,20.6,0.0,33
2022-07-16,vanilla,24.4,0.0,60
2022-07-16,chocolate,24.4,0.0,23
2022-07-16,strawberry,24.4,0.0,49
2022-07-16,mango,24.4,0.0,48
2022-07-17,vanilla,21.7,6.6,18
2022-07-17,chocolate,21.7,6.6,0
2022-07-17,strawberry,21.7,6.6,12
2022-07-17,mango,21.7,6.6,20
2022-07-18,vanilla,22.5,0.0,37
2022-07-18,chocolate,22.5,0.0,21
2022-07-18,strawberry,22.5,0.0,31
2022-07-18,mango,22.5,0.0,40
2022-07-19,vanilla,22.0,0.0,37
2022-07-19,chocolate,22.0,0.0,20
2022-07-19,strawberry,22.0,0.0,25
2022-07-19,mango,22.0,0.0,32
2022-07-20,vanilla,23.2,0.0,30
2022-07-20,chocolate,23.2,0.0,15
2022-07-20,strawberry,23.2,0.0,31
2022-07-20,mango,23.2,0.0,59
2022-07-21,vanilla,25.7,0.0,52
2022-07-21,chocolate,25.7,0.0,16
2022-07-21,strawberry,25.7,0.0,24
2022-07-21,mango,25.7,0.0,53
2022-07-22,vanilla,22.3,0.0,27
2022-07-22,chocolate,22.3,0.0,19
2022-07-22,strawberry,22.3,0.0,30
2022-07-22,mango,22.3,0.0,41
2022-07-23,vanilla,23.6,0.0,55
2022-07-23,chocolate,23.6,0.0,26
2022-07-23,strawberry,23.6,0.0,36
2022-07-23,mango,23.6,0.0,47
2022-07-24,vanilla,16.7,0.0,49
2022-07-24,chocolate,16.7,0.0,13
2022-07-24,strawberry,16.7,0.0,26
2022-07-24,mango,16.7,0.0,17
2022-07-25,vanilla,21.6,0.0,48
2022-07-25,chocolate,21.6,0.0,23
2022-07-25,strawberry,21.6,0.0,23
2022-07-25,mango,21.6,0.0,40
2022-07-26,vanilla,19.5,0.0,37
2022-07-26,chocolate,19.5,0.0,11
2022-07-26,strawberry,19.5,0.0,23
2022-07-26,mango,19.5,0.0,25
2022-07-27,vanilla,18.4,0.0,26
2022-07-27,chocolate,18.4,0.0,17
2022-07-27,strawberry,18.4,0.0,23
2022-07-27,mango,18.4,0.0,24
2022-07-28,vanilla,19.2,7.9,9
2022-07-28,chocolate,19.2,7.9,3
2022-07-28,strawberry,19.2,7.9,10
2022-07-28,mango,19.2,7.9,7
2022-07-29,vanilla,20.4,0.0,37
2022-07-29,chocolate,20.4,0.0,18
2022-07-29,strawberry,20.4,0.0,20
2022-07-29,mango,20.4,0.0,39
2022-07-30,vanilla,23.4,0.0,53
2022-07-30,chocolate,23.4,0.0,23
2022-07-30,strawberry,23.4,0.0,26
2022-07-30,mango,23.4,0.0,59
2022-07-31,vanilla,17.6,0.0,31
2022-07-31,chocolate,17.6,0.0,18
2022-07-31,strawberry,17.6,0.0,21
2022-07-31,mango,17.6,0.0,26
2022-08-01,vanilla,20.9,0.0,31
2022-08-01,chocolate,20.9,0.0,22
2022-08-01,strawberry,20.9,0.0,22
2022-08-01,mango,20.9,0.0,25
2022-08-02,vanilla,19.4,0.0,34
2022-08-02,chocolate,19.4,0.0,13
2022-08-02,strawberry,19.4,0.0,37
2022-08-02,mango,19.4,0.0,30
2022-08-03,vanilla,19.7,0.0,30
2022-08-03,chocolate,19.7,0.0,21
2022-08-03,strawberry,19.7,0.0,9
2022-08-03,mango,19.7,0.0,29
2022-08-04,vanilla,22.8,0.0,56
2022-08-04,chocolate,22.8,0.0,18
2022-08-04,strawberry,22.8,0.0,13
2022-08-04,mango,22.8,0.0,33
2022-08-05,vanilla,21.5,0.0,47
2022-08-05,chocolate,21.5,0.0,19
2022-08-05,strawberry,21.5,0.0,17
2022-08-05,mango,21.5,0.0,27
2022-08-06,vanilla,23.4,4.6,28
2022-08-06,chocolate,23.4,4.6,16
2022-08-06,strawberry,23.4,4.6,25
2022-08-06,mango,23.4,4.6,34
2022-08-07,vanilla,19.5,0.0,45
2022-08-07,chocolate,19.5,0.0,12
2022-08-07,strawberry,19.5,0.0,16
2022-08-07,mango,19.5,0.0,39
2022-08-08,vanilla,17.9,0.0,20
2022-08-08,chocolate,17.9,0.0,12
2022-08-08,strawberry,17.9,0.0,17
2022-08-08,mango,17.9,0.0,17
2022-08-09,vanilla,19.0,0.0,24
2022-08-09,chocolate,19.0,0.0,14
2022-08-09,strawberry,19.0,0.0,20
2022-08-09,mango,19.0,0.0,31
2022-08-10,vanilla,20.0,0.0,37
2022-08-10,chocolate,20.0,0.0,16
2022-08-10,strawberry,20.0,0.0,14
2022-08-10,mango,20.0,0.0,20
2022-08-11,vanilla,19.6,0.0,28
2022-08-11,chocolate,19.6,0.0,17
2022-08-11,strawberry,19.6,0.0,19
2022-08-11,mango,19.6,0.0,13
2022-08-12,vanilla,16.3,3.2,13
2022-08-12,chocolate,16.3,3.2,13
2022-08-12,strawberry,16.3,3.2,10
2022-08-12,mango,16.3,3.2,7
2022-08-13,vanilla,19.0,0.0,56
2022-08-13,chocolate,19.0,0.0,19
2022-08-13,strawberry,19.0,0.0,24
2022-08-13,mango,19.0,0.0,33
2022-08-14,vanilla,19.2,0.0,36
2022-08-14,chocolate,19.2,0.0,16
2022-08-14,strawberry,19.2,0.0,33
2022-08-14,mango,19.2,0.0,37
2022-08-15,vanilla,24.8,0.0,53
2022-08-15,chocolate,24.8,0.0,27
2022-08-15,strawberry,24.8,0.0,19
2022-08-15,mango,24.8,0.0,45
2022-08-16,vanilla,23.0,9.3,9
2022-08-16,chocolate,23.0,9.3,8
2022-08-16,strawberry,23.0,9.3,2
2022-08-16,mango,23.0,9.3,2
2022-08-17,vanilla,16.0,0.0,25
2022-08-17,chocolate,16.0,0.0,9
2022-08-17,strawberry,16.0,0.0,4
2022-08-17,mango,16.0,0.0,20
2022-08-18,vanilla,17.2,0.0,38
2022-08-18,chocolate,17.2,0.0,20
2022-08-18,strawberry,17.2,0.0,13
2022-08-18,mango,17.2,0.0,19
2022-08-19,vanilla,14.1,0.0,26
2022-08-19,chocolate,14.1,0.0,16
2022-08-19,strawberry,14.1,0.0,10
2022-08-19,mango,14.1,0.0,15
2022-08-20,vanilla,16.0,20.5,3
2022-08-20,chocolate,16.0,20.5,2
2022-08-20,strawberry,16.0,20.5,1
2022-08-20,mango,16.0,20.5,2
2022-08-21,vanilla,18.1,0.0,45
2022-08-21,chocolate,18.1,0.0,26
2022-08-21,strawberry,18.1,0.0,21
2022-08-21,mango,18.1,0.0,34
2022-08-22,vanilla,20.1,0.0,29
2022-08-22,chocolate,20.1,0.0,26
2022-08-22,strawberry,20.1,0.0,19
2022-08-22,mango,20.1,0.0,39
2022-08-23,vanilla,15.1,0.0,15
2022-08-23,chocolate,15.1,0.0,10
2022-08-23,strawberry,15.1,0.0,13
2022-08-23,mango,15.1,0.0,16
2022-08-24,vanilla,15.1,1.3,28
2022-08-24,chocolate,15.1,1.3,8
2022-08-24,strawberry,15.1,1.3,13
2022-08-24,mango,15.1,1.3,16
2022-08-25,vanilla,11.2,7.6,9
2022-08-25,chocolate,11.2,7.6,2
2022-08-25,strawberry,11.2,7.6,7
2022-08-25,mango,11.2,7.6,8
2022-08-26,vanilla,15.9,0.0,25
2022-08-26,chocolate,15.9,0.0,15
2022-08-26,strawberry,15.9,0.0,12
2022-08-26,mango,15.9,0.0,13
2022-08-27,vanilla,13.5,11.2,8
2022-08-27,chocolate,13.5,11.2,4
2022-08-27,strawberry,13.5,11.2,1
2022-08-27,mango,13.5,11.2,1
2022-08-28,vanilla,14.6,0.0,21
2022-08-28,chocolate,14.6,0.0,18
2022-08-28,strawberry,14.6,0.0,13
2022-08-28,mango,14.6,0.0,16
2022-08-29,vanilla,13.5,0.0,21
2022-08-29,chocolate,13.5,0.0,10
2022-08-29,strawberry,13.5,0.0,15
2022-08-29,mango,13.5,0.0,10
2022-08-30,vanilla,15.3,0.0,18
2022-08-30,chocolate,15.3,0.0,16
2022-08-30,strawberry,15.3,0.0,3
2022-08-30,mango,15.3,0.0,8
2022-08-31,vanilla,10.9,0.0,21
2022-08-31,chocolate,10.9,0.0,4
2022-08-31,strawberry,10.9,0.0,12
2022-08-31,mango,10.9,0.0,15
2022-09-01,vanilla,11.4,1.4,12
2022-09-01,chocolate,11.4,1.4,11
2022-09-01,strawberry,11.4,1.4,11
2022-09-01,mango,11.4,1.4,6
2022-09-02,vanilla,20.2,0.0,35
2022-09-02,chocolate,20.2,0.0,17
2022-09-02,strawberry,20.2,0.0,13
2022-09-02,mango,20.2,0.0,12
2022-09-03,vanilla,11.4,0.0,22
2022-09-03,chocolate,11.4,0.0,21
2022-09-03,strawberry,11.4,0.0,10
2022-09-03,mango,11.4,0.0,6
2022-09-04,vanilla,11.7,0.0,15
2022-09-04,chocolate,11.7,0.0,17
2022-09-04,strawberry,11.7,0.0,18
2022-09-04,mango,11.7,0.0,12
2022-09-05,vanilla,18.8,0.0,22
2022-09-05,chocolate,18.8,0.0,23
2022-09-05,strawberry,18.8,0.0,13
2022-09-05,mango,18.8,0.0,10
2022-09-06,vanilla,21.3,0.0,24
2022-09-06,chocolate,21.3,0.0,33
2022-09-06,strawberry,21.3,0.0,5
2022-09-06,mango,21.3,0.0,18
2022-09-07,vanilla,10.8,3.8,7
2022-09-07,chocolate,10.8,3.8,6
2022-09-07,strawberry,10.8,3.8,10
2022-09-07,mango,10.8,3.8,2
2022-09-08,vanilla,12.6,0.0,12
2022-09-08,chocolate,12.6,0.0,12
2022-09-08,strawberry,12.6,0.0,10
2022-09-08,mango,12.6,0.0,5
2022-09-09,vanilla,14.2,0.0,8
2022-09-09,chocolate,14.2,0.0,10
2022-09-09,strawberry,14.2,0.0,14
2022-09-09,mango,14.2,0.0,7
2022-09-10,vanilla,17.4,0.0,29
2022-09-10,chocolate,17.4,0.0,21
2022-09-10,strawberry,17.4,0.0,13
2022-09-10,mango,17.4,0.0,17
2022-09-11,vanilla,10.4,4.3,9
2022-09-11,chocolate,10.4,4.3,7
2022-09-11,strawberry,10.4,4.3,9
2022-09-11,mango,10.4,4.3,2
2022-09-12,vanilla,12.1,0.0,11
2022-09-12,chocolate,12.1,0.0,12
2022-09-12,strawberry,12.1,0.0,9
2022-09-12,mango,12.1,0.0,6
2022-09-13,vanilla,14.4,0.0,24
2022-09-13,chocolate,14.4,0.0,15
2022-09-13,strawberry,14.4,0.0,1
2022-09-13,mango,14.4,0.0,6
2022-09-14,vanilla,13.3,0.0,14
2022-09-14,chocolate,13.3,0.0,13
2022-09-14,strawberry,13.3,0.0,10
2022-09-14,mango,13.3,0.0,5
2022-09-15,vanilla,11.1,2.6,8
2022-09-15,chocolate,11.1,2.6,11
2022-09-15,strawberry,11.1,2.6,4
2022-09-15,mango,11.1,2.6,1
2022-09-16,vanilla,11.4,0.0,24
2022-09-16,chocolate,11.4,0.0,9
2022-09-16,strawberry,11.4,0.0,9
2022-09-16,mango,11.4,0.0,0
2022-09-17,vanilla,8.1,0.0,14
2022-09-17,chocolate,8.1,0.0,10
2022-09-17,strawberry,8.1,0.0,8
2022-09-17,mango,8.1,0.0,6
2022-09-18,vanilla,10.7,15.0,3
2022-09-18,chocolate,10.7,15.0,4
2022-09-18,strawberry,10.7,15.0,0
2022-09-18,mango,10.7,15.0,3
2022-09-19,vanilla,10.4,11.2,0
2022-09-19,chocolate,10.4,11.2,6
2022-09-19,strawberry,10.4,11.2,4
2022-09-19,mango,10.4,11.2,1
2022-09-20,vanilla,11.5,0.0,7
2022-09-20,chocolate,11.5,0.0,13
2022-09-20,strawberry,11.5,0.0,7
2022-09-20,mango,11.5,0.0,3
2022-09-21,vanilla,9.3,1.3,7
2022-09-21,chocolate,9.3,1.3,2
2022-09-21,strawberry,9.3,1.3,10
2022-09-21,mango,9.3,1.3,2
2022-09-22,vanilla,11.6,0.0,8
2022-09-22,chocolate,11.6,0.0,10
2022-09-22,strawberry,11.6,0.0,10
2022-09-22,mango,11.6,0.0,1
2022-09-23,vanilla,12.7,0.0,2
2022-09-23,chocolate,12.7,0.0,15
2022-09-23,strawberry,12.7,0.0,11
2022-09-23,mango,12.7,0.0,2
2022-09-24,vanilla,10.4,0.0,8
2022-09-24,chocolate,10.4,0.0,15
2022-09-24,strawberry,10.4,0.0,4
2022-09-24,mango,10.4,0.0,0
2022-09-25,vanilla,10.7,0.0,10
2022-09-25,chocolate,10.7,0.0,19
2022-09-25,strawberry,10.7,0.0,9
2022-09-25,mango,10.7,0.0,1
2022-09-26,vanilla,9.7,0.0,17
2022-09-26,chocolate,9.7,0.0,12
2022-09-26,strawberry,9.7,0.0,9
2022-09-26,mango,9.7,0.0,1
2022-09-27,vanilla,9.3,1.5,6
2022-09-27,chocolate,9.3,1.5,1
2022-09-27,strawberry,9.3,1.5,9
2022-09-27,mango,9.3,1.5,2
2022-09-28,vanilla,7.3,0.0,9
2022-09-28,chocolate,7.3,0.0,11
2022-09-28,strawberry,7.3,0.0,10
2022-09-28,mango,7.3,0.0,0
2022-09-29,vanilla,9.7,0.0,7
2022-09-29,chocolate,9.7,0.0,7
2022-09-29,strawberry,9.7,0.0,13
2022-09-29,mango,9.7,0.0,2
2022-09-30,vanilla,8.4,9.9,0
2022-09-30,chocolate,8.4,9.9,0
2022-09-30,strawberry,8.4,9.9,2
2022-09-30,mango,8.4,9.9,0
2022-10-01,vanilla,13.7,0.0,9
2022-10-01,chocolate,13.7,0.0,28
2022-10-01,strawberry,13.7,0.0,13
2022-10-01,mango,13.7,0.0,2
2022-10-02,vanilla,12.2,0.0,11
2022-10-02,chocolate,12.2,0.0,20
2022-10-02,strawberry,12.2,0.0,10
2022-10-02,mango,12.2,0.0,1
2022-10-03,vanilla,9.0,6.5,6
2022-10-03,chocolate,9.0,6.5,1
2022-10-03,strawberry,9.0,6.5,7
2022-10-03,mango,9.0,6.5,1
2022-10-04,vanilla,5.9,0.0,14
2022-10-04,chocolate,5.9,0.0,7
2022-10-04,strawberry,5.9,0.0,4
2022-10-04,mango,5.9,0.0,0
2022-10-05,vanilla,4.8,0.0,10
2022-10-05,chocolate,4.8,0.0,11
2022-10-05,strawberry,4.8,0.0,6
2022-10-05,mango,4.8,0.0,0
2022-10-06,vanilla,10.3,0.0,5
2022-10-06,chocolate,10.3,0.0,11
2022-10-06,strawberry,10.3,0.0,6
2022-10-06,mango,10.3,0.0,0
2022-10-07,vanilla,7.8,0.0,15
2022-10-07,chocolate,7.8,0.0,11
2022-10-07,strawberry,7.8,0.0,11
2022-10-07,mango,7.8,0.0,0
2022-10-08,vanilla,8.1,0.0,13
2022-10-08,chocolate,8.1,0.0,14
2022-10-08,strawberry,8.1,0.0,3
2022-10-08,mango,8.1,0.0,3
2022-10-09,vanilla,2.4,0.0,11
2022-10-09,chocolate,2.4,0.0,18
2022-10-09,strawberry,2.4,0.0,7
2022-10-09,mango,2.4,0.0,1
2022-10-10,vanilla,8.8,3.3,3
2022-10-10,chocolate,8.8,3.3,11
2022-10-10,strawberry,8.8,3.3,6
2022-10-10,mango,8.8,3.3,1
2022-10-11,vanilla,7.4,0.0,14
2022-10-11,chocolate,7.4,0.0,16
2022-10-11,strawberry,7.4,0.0,10
2022-10-11,mango,7.4,0.0,0
2022-10-12,vanilla,3.3,0.0,6
2022-10-12,chocolate,3.3,0.0,7
2022-10-12,strawberry,3.3,0.0,9
2022-10-12,mango,3.3,0.0,1
2022-10-13,vanilla,4.7,0.0,4
2022-10-13,chocolate,4.7,0.0,10
2022-10-13,strawberry,4.7,0.0,2
2022-10-13,mango,4.7,0.0,1
2022-10-14,vanilla,6.3,0.0,3
2022-10-14,chocolate,6.3,0.0,13
2022-10-14,strawberry,6.3,0.0,8
2022-10-14,mango,6.3,0.0,3
2022-10-15,vanilla,5.6,0.0,15
2022-10-15,chocolate,5.6,0.0,12
2022-10-15,strawberry,5.6,0.0,12
2022-10-15,mango,5.6,0.0,0
2022-10-16,vanilla,4.5,0.0,7
2022-10-16,chocolate,4.5,0.0,16
2022-10-16,strawberry,4.5,0.0,1
2022-10-16,mango,4.5,0.0,1
2022-10-17,vanilla,4.8,0.0,5
2022-10-17,chocolate,4.8,0.0,11
2022-10-17,strawberry,4.8,0.0,4
2022-10-17,mango,4.8,0.0,1
2022-10-18,vanilla,4.2,0.0,9
2022-10-18,chocolate,4.2,0.0,16
2022-10-18,strawberry,4.2,0.0,7
2022-10-18,mango,4.2,0.0,0
2022-10-19,vanilla,5.1,0.0,8
2022-10-19,chocolate,5.1,0.0,6
2022-10-19,strawberry,5.1,0.0,8
2022-10-19,mango,5.1,0.0,2
2022-10-20,vanilla,8.2,0.0,17
2022-10-20,chocolate,8.2,0.0,8
2022-10-20,strawberry,8.2,0.0,6
2022-10-20,mango,8.2,0.0,0
2022-10-21,vanilla,-2.1,0.0,9
2022-10-21,chocolate,-2.1,0.0,12
2022-10-21,strawberry,-2.1,0.0,7
2022-10-21,mango,-2.1,0.0,2
2022-10-22,vanilla,3.5,10.4,2
2022-10-22,chocolate,3.5,10.4,6
2022-10-22,strawberry,3.5,10.4,4
2022-10-22,mango,3.5,10.4,0
2022-10-23,vanilla,4.4,20.4,1
2022-10-23,chocolate,4.4,20.4,4
2022-10-23,strawberry,4.4,20.4,0
2022-10-23,mango,4.4,20.4,0
2022-10-24,vanilla,4.5,0.0,6
2022-10-24,chocolate,4.5,0.0,18
2022-10-24,strawberry,4.5,0.0,9
2022-10-24,mango,4.5,0.0,0
2022-10-25,vanilla,2.6,0.0,10
2022-10-25,chocolate,2.6,0.0,12
2022-10-25,strawberry,2.6,0.0,5
2022-10-25,mango,2.6,0.0,2
2022-10-26,vanilla,-1.0,0.0,10
2022-10-26,chocolate,-1.0,0.0,12
2022-10-26,strawberry,-1.0,0.0,7
2022-10-26,mango,-1.0,0.0,1
2022-10-27,vanilla,4.0,0.0,9
2022-10-27,chocolate,4.0,0.0,11
2022-10-27,strawberry,4.0,0.0,5
2022-10-27,mango,4.0,0.0,3
2022-10-28,vanilla,7.3,5.0,2
2022-10-28,chocolate,7.3,5.0,7
2022-10-28,strawberry,7.3,5.0,3
2022-10-28,mango,7.3,5.0,3
2022-10-29,vanilla,-1.0,13.0,1
2022-10-29,chocolate,-1.0,13.0,1
2022-10-29,strawberry,-1.0,13.0,0
2022-10-29,mango,-1.0,13.0,1
2022-10-30,vanilla,4.8,5.7,2
2022-10-30,chocolate,4.8,5.7,5
2022-10-30,strawberry,4.8,5.7,0
2022-10-30,mango,4.8,5.7,1
2022-10-31,vanilla,1.7,0.0,6
2022-10-31,chocolate,1.7,0.0,5
2022-10-31,strawberry,1.7,0.0,10
2022-10-31,mango,1.7,0.0,0
2022-11-01,vanilla,2.2,2.3,9
2022-11-01,chocolate,2.2,2.3,6
2022-11-01,strawberry,2.2,2.3,9
2022-11-01,mango,2.2,2.3,2
2022-11-02,vanilla,-0.5,0.0,5
2022-11-02,chocolate,-0.5,0.0,7
2022-11-02,strawberry,-0.5,0.0,8
2022-11-02,mango,-0.5,0.0,0
2022-11-03,vanilla,1.2,0.0,7
2022-11-03,chocolate,1.2,0.0,15
2022-11-03,strawberry,1.2,0.0,4
2022-11-03,mango,1.2,0.0,1
2022-11-04,vanilla,5.1,0.0,11
2022-11-04,chocolate,5.1,0.0,14
2022-11-04,strawberry,5.1,0.0,6
2022-11-04,mango,5.1,0.0,0
2022-11-05,vanilla,3.1,2.2,2
2022-11-05,chocolate,3.1,2.2,6
2022-11-05,strawberry,3.1,2.2,7
2022-11-05,mango,3.1,2.2,1
2022-11-06,vanilla,5.8,3.2,7
2022-11-06,chocolate,5.8,3.2,13
2022-11-06,strawberry,5.8,3.2,2
2022-11-06,mango,5.8,3.2,0
2022-11-07,vanilla,4.3,1.5,7
2022-11-07,chocolate,4.3,1.5,6
2022-11-07,strawberry,4.3,1.5,9
2022-11-07,mango,4.3,1.5,2
2022-11-08,vanilla,2.3,1.4,8
2022-11-08,chocolate,2.3,1.4,15
2022-11-08,strawberry,2.3,1.4,1
2022-11-08,mango,2.3,1.4,1
2022-11-09,vanilla,5.4,0.7,8
2022-11-09,chocolate,5.4,0.7,6
2022-11-09,strawberry,5.4,0.7,7
2022-11-09,mango,5.4,0.7,0
2022-11-10,vanilla,2.0,0.0,10
2022-11-10,chocolate,2.0,0.0,15
2022-11-10,strawberry,2.0,0.0,7
2022-11-10,mango,2.0,0.0,0
2022-11-11,vanilla,2.9,0.0,5
2022-11-11,chocolate,2.9,0.0,13
2022-11-11,strawberry,2.9,0.0,6
2022-11-11,mango,2.9,0.0,0
2022-11-12,vanilla,-0.1,0.0,15
2022-11-12,chocolate,-0.1,0.0,14
2022-11-12,strawberry,-0.1,0.0,5
2022-11-12,mango,-0.1,0.0,2
2022-11-13,vanilla,0.7,0.0,8
2022-11-13,chocolate,0.7,0.0,10
2022-11-13,strawberry,0.7,0.0,9
2022-11-13,mango,0.7,0.0,3
2022-11-14,vanilla,-1.4,5.4,8
2022-11-14,chocolate,-1.4,5.4,6
2022-11-14,strawberry,-1.4,5.4,4
2022-11-14,mango,-1.4,5.4,1
2022-11-15,vanilla,2.7,0.0,4
2022-11-15,chocolate,2.7,0.0,13
2022-11-15,strawberry,2.7,0.0,4
2022-11-15,mango,2.7,0.0,1
2022-11-16,vanilla,-2.8,0.0,7
2022-11-16,chocolate,-2.8,0.0,12
2022-11-16,strawberry,-2.8,0.0,7
2022-11-16,mango,-2.8,0.0,0
2022-11-17,vanilla,2.0,0.0,8
2022-11-17,chocolate,2.0,0.0,13
2022-11-17,strawberry,2.0,0.0,7
2022-11-17,mango,2.0,0.0,1
2022-11-18,vanilla,-0.6,0.0,13
2022-11-18,chocolate,-0.6,0.0,12
2022-11-18,strawberry,-0.6,0.0,7
2022-11-18,mango,-0.6,0.0,2
2022-11-19,vanilla,2.7,0.0,11
2022-11-19,chocolate,2.7,0.0,9
2022-11-19,strawberry,2.7,0.0,0
2022-11-19,mango,2.7,0.0,0
2022-11-20,vanilla,1.5,0.2,13
